municipality,id,id_new,muni_type,gnis_id,county,outer,rr1,muni_type_numeric,marcellus,utica,population,land_area,density,high_school,unemployment,homeownership,inner,percap_acs,median_household,median_family,opponent,proponent,entrepreneurship,contested_entrepreneurship,entrepreneurship_binary,opponent_binary,proponent_binary,oban,omoratorium,ozoningpreventing,ozoningallowing,oroaduse,operformance,oresolutionopposing,onolease,oidontknow,oother,o_verballorwritten,obefore2008,o2008,o2009,o2010,o2011,o2012,o2013,o2014,o_dontknowyear,o_activitylevel5,o_controversy6,o_knowledge7,o_wellregarded8,o_livework9,o_otherissues10,o_occupation10,ooppositionretired,o_success12,o_binaryog12,oogmunicipalitybased,oogpublic,ooglandownercoalition,o_letteremail13,o_petitiom13,o_publicmtg13,o_officialsmuni13,o_officialsoutside13,o_orggroup13,o_presentation13,o_protest13,idontknow,o_other13,o_verbalwritten13,o_people14,o_officialsmunicipality_14,o_officialsregion14,o_prominentmunicipality14,oprominentregion,o_friendly14,o_wellrespected14,o_informedgovernment14,o_informedfracking14,o_time14,o_money14,pmoratorium,pzoningfacilitating,proaduse,pperformance,presolution,ppermittesting,please,pidontknow,pother,pverbalorwritten,pinaction,pbefore2008,p2008,p2009,p2010,p2011,p2012,p2013,p2014,p_dontknow_16,p_activitylevel17,p_controversy18,p_knowledge19,p_wellregarded20,p_livework21,p_otherissues22,p_occupation23,pretired,p_success24,p_binaryog26,pogmunicipalitybased,pogenergyco,pogpublic,poglandownercoalition,p_letteremail26,p_petition26,p_publicmtg26,p_officialsmuni26,p_officialsoutside26,p_orggroup26,p_presentation26,p_protest26,p_dontknow_26,p_other_26,p_verbalorwritten_26,ppeople,p_officialsmunicipality_27,pofficialsregion,pprominentmunicipality,pprominentregion,pfriendly,pwellrespected,pinformedgovernment,pinformedfracking,ptime,pmoney,view_self28,view_others29,change_others30,view_legislators31,change_legislators32,view_chief33,change_chief34,gender,age,years,education,othercompleted,duplicatemerge,shales,shalelayers,ambiguity_otherviews,ambiguity_changeotherviews,ambiguity_viewlegislators,ambiguity_changelegislators,ambiguity_viewchief,ambiguity_changechief,sum_ambiguity,sum_ambiguity_views,sum_ambiguity_change,nodatami2,agmi2,pasturemi2,forestmi2,urbanmi2,watermi2,o_controversy_split,p_controversy_split,ag_pasture,ag_pasture_forest,view_others_binary,view_legislators_binary,view_chief_binary,positive_comm_change,negative_comm_change,positive_leg_change,negative_leg_change,positive_chief_change,negative_chief_change,community_view_sum,community_trends_positive_sum,community_trends_negative_sum,view_self_binary,county_numeric,o_time14_binary,o_money14_binary,o_informedfracking14_binary,o_informedgovernment14_binary,o_wellrespected14_binary,o_friendly14_binary,o_prominentregion14_binary,o_prominentmunicipality14_binary,o_officialsregion14_binary,o_officialsmunicipality14_binary,p_time27_binary,p_money27_binary,p_informedfracking27_binary,p_informedgovernment27_binary,p_wellrespected27_binary,p_friendly27_binary,p_prominentregion27_binary,p_prominentmunicipality27_binary,p_officialsregion27_binary,p_officialsmunicipality27_binary,o_people14_binary,p_people27_binary,revenue_08,revenue_09,revenue_10,revenue_11,revenue_12,averagerevenues,percapitaaveragerevenue,number_activities,total_proponent_activities,total_opponent_activities,thousands_averagerevenue,percap_thousands,log_revenue,all_orgs,environmental_orgs,obama08,obama12,urbanpct,dem,wells,wells19902007,allproduction0812,one policy ,multi policies,1st ,2nd ,3rd ,4th,5th,6th,7th,number adopted anti,county A,county B,county C,year,policytype,policysubtype,stanceie,Month first anti,Start of year,Day of passage,Day subtract,Landowner Coalition?,Count of all post secondary Institutions,Count of institutions that offer at least a Bachelor's degree,dist_pa,dist_hway,waterwell_count,Matches Ban 0812,Matches Road 0812,Matches Moratoriums 0812,Matches Bans 0307,Matches Road 0307,Matches Moratoriums 0307,Matches Sustainability 0812,Matches Tourism 0812,Matches Sustainability 0307,Local government as involved agencies,,,,
Hornell,1060,1060,city,979078,Steuben,0,0,city,1,1,8563,2.8,3018.1,86.5,0.119,0.552368,0,20274,28184,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.029884,0.287723,0.059769,0.579269,1.73572,0.018765,,,0.347492,0.926761,,,,0,0,0,0,0,0,,0,0,,Steuben,,,,,,,,,,,,,,,,,,,,,,,9.80E+06,1.10E+07,1.10E+07,1.10E+07,1.10E+07,1.10E+07,1256.46,,,,10759.1,20.274,9.2835,2,0,41.7,42.2,0.619901,41.95,0,0,0,,,,,,,,,,,Steuben,Steuben,Steuben,,,,,,,,,1,1,0,37098.50325,4180,0,,1,,,6,,,,,,,,,
Hudson,1381,1381,city,979083,Columbia,0,0,city,0,0,6713,2.2,3110.9,74.2,0.103,0.430894,0,22656,24279,27594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.01529,0.180001,0.010772,0.329422,1.39136,0.367299,,,0.190773,0.520195,,,,0,0,0,0,0,0,,0,0,,Columbia,,,,,,,,,,,,,,,,,,,,,,,9.00E+06,9.30E+06,9.60E+06,9.70E+06,9.90E+06,9.50E+06,1415.11,,,,9499.63,22.656,9.15901,1,0,67.8,74.9,0.632435,71.35,0,0,0,,,,,,,,,,,Columbia,Columbia,Columbia,,,,,,,,,1,1,0,117109.5051,7570,0,2,2,2,,4,4,1,1,,,,,,
Ithaca,1070,1070,city,979099,Tompkins,0,0,city,1,1,30014,5.4,5570.3,92,0.032,0.543224,0,29381,21441,42304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.057684,6.22497,0.65259,14.2447,4.58099,2.75214,,,6.87756,21.1223,,,,0,0,0,0,0,0,,0,0,,Tompkins,,,,,,,,,,,,,,,,,,,,,,,4.90E+07,4.90E+07,5.20E+07,5.40E+07,5.70E+07,5.20E+07,2624.31,,,,52302.5,29.381,10.8648,3,1,78.7,77.1,0.158512,77.9,4,2,0,1,,1,,,,,,,1,Tompkins,Tompkins,Tompkins,2011,4,9,Anti,12,1/1/2011,11/2/2011,305,1,0,0,49395.98251,32400,0,,1,,,1,,1,,,,,,,
Jamestown,796,796,city,979102,Chautauqua,0,0,city,1,1,31146,8.9,3486,84.8,0.143,0.485767,0,18773,25837,33675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.008687,0.470157,0.048996,1.94074,6.04462,0.41421,,,0.519153,2.4599,,,,0,0,0,0,0,0,,0,0,,Chautauqua,,,,,,,,,,,,,,,,,,,,,,,7.80E+07,7.20E+07,7.60E+07,7.90E+07,8.30E+07,7.80E+07,2496.51,,,,77756.2,18.773,11.2613,3,1,56.8,52.5,0.679171,54.65,4,4,0,,,,,,,,,,,Chautauqua,Chautauqua,Chautauqua,,,,,,,,,0,2,1,11071.23136,2640,4,,,,,4,,,,2,,,,,
Johnstown,1455,1455,city,979110,Fulton,0,0,city,0,1,7098,70.2,101.1,86,0.074,0.547076,0,23651,32603,39909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.006602,0.661972,0.060811,1.01815,2.77194,0.284596,,,0.722783,1.74093,,,,0,0,0,0,0,0,,0,0,,Fulton,,,,,,,,,,,,,,,,,,,,,,,2.10E+06,1.90E+06,1.90E+06,2.00E+06,2.10E+06,2.00E+06,283.79,,,,2014.36,23.651,7.60806,0,0,46.8,45.2,0.039486,46,0,0,0,,,,,,,,,,,Fulton,Fulton,Fulton,,,,,,,,,0,0,0,137933.5528,6570,0,,,,,,,,,,,,,,
Kingston,1332,1332,city,979118,Ulster,0,0,city,1,1,23893,7.5,3191.5,83.7,0.089,0.483137,0,23902,31594,41806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.046564,0.222047,0.012162,1.77846,5.12968,1.6075,,,0.23421,2.01267,,,,0,0,0,0,0,0,,0,0,,Ulster,,,,,,,,,,,,,,,,,,,,,,,3.80E+07,3.70E+07,3.90E+07,3.90E+07,4.00E+07,3.90E+07,1613.2,,,,38544.3,23.902,10.5596,0,0,66.7,68.4,0.683957,67.55,0,0,0,,,,,,,,,,,Ulster,Ulster,Ulster,,,,,,,,,0,0,0,83197.09204,1250,0,,3,5,,5,,1,1,,,,,,
Lackawanna,788,788,city,979124,Erie,0,0,city,1,1,18141,6.6,2760.7,81.6,0.1,0.584843,0,20810,29354,39237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.239074,0.195638,0.00278,0.574057,5.44833,0.116062,,,0.198418,0.772475,,,,0,0,0,0,0,0,,0,0,,Erie,,,,,,,,,,,,,,,,,,,,,,,1.60E+07,1.50E+07,1.50E+07,1.60E+07,1.60E+07,1.60E+07,857.23,,,,15551,20.81,9.65188,0,0,63.8,69.9,0.825504,66.85,6,0,0,,,,,,,,,,,Erie,Erie,Erie,,,,,,,,,0,0,0,91229.26125,2240,0,,2,,,9,,,,,,,,,
Little Falls ,186,186,city,979157,Herkimer,0,0,city,0,1,4946,3.8,1288.6,85.1,0.09,0.587652,0,24434,23965,34583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.00139,10.5943,0.289808,8.82769,1.71661,0.76344,,,10.8841,19.7118,,,,0,0,0,0,0,0,,0,0,,Herkimer,,,,,,,,,,,,,,,,,,,,,,,655677,635332,656404,706837,661191,663088,417.82,,,,663.088,24.434,6.49691,0,0,44.7,45,0.076978,44.85,0,0,0,1,,1,,,,,,,1,Herkimer,Herkimer,Herkimer,2012,1,2,Anti,3,1/1/2012,3/20/2012,79,0,0,0,123384.8096,3690,0,,3,1,,,,1,1,,,,,,
Lockport,741,741,city,979164,Niagara,0,0,city,0,1,21165,8.4,2519.7,85.8,0.102,0.555459,0,21342,35222,44614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.059421,1.10676,0.015985,1.72182,5.47647,0.190426,,,1.12275,2.84457,,,,0,0,0,0,0,0,,0,0,,Niagara,,,,,,,,,,,,,,,,,,,,,,,2.70E+07,2.60E+07,2.60E+07,2.80E+07,2.90E+07,2.70E+07,1278.54,,,,27060.4,21.342,10.2058,0,0,53.9,55,0.651961,54.45,0,0,0,,,,,,,,,,,Niagara,Niagara,Niagara,,,,,,,,,0,0,0,130362.8243,13900,0,,7,1,,2,,2,1,,,,,,
Long Beach,1264,1264,city,979167,Nassau,0,0,city,0,0,33275,2.2,15024.8,92.8,0.03,0.57563,0,44781,56289,68222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.54035,0.000695,0,0,2.11518,0.003475,,,0.000695,0.000695,,,,0,0,0,0,0,0,,0,0,,Nassau,,,,,,,,,,,,,,,,,,,,,,,6.20E+07,6.00E+07,5.80E+07,6.40E+07,6.40E+07,6.10E+07,1846.31,,,,61436,44.781,11.0258,2,0,61.7,62.4,0.961447,62.05,0,0,0,,,,,,,,,,,Nassau,Nassau,Nassau,,,,,,,,,0,1,1,101405.9467,11900,,,,,,,,,,,,,,,
Mechanicville,506,506,city,979207,Saratoga,0,1,city,0,1,5196,0.8,6181,88.1,0.062,0.426515,0,22213,34509,42143,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,5,7,5,7,5,1,5,2,5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saratoga,,,,,,,,,,,,,,,,,,,,,,,4.80E+06,4.50E+06,4.90E+06,5.00E+06,4.80E+06,4.80E+06,926.19,0,,,4812.5,22.213,8.47897,1,0,51,57,0.976452,54,0,0,0,,,,,,,,,,,Saratoga,Saratoga,Saratoga,,,,,,,,,0,0,0,166293.6248,7480,0,,,,,1,,,,,,,,,
Middletown,1189,1189,city,979217,Orange,0,0,city,0,1,28086,5.1,5533.2,75.6,0.107,0.513368,0,23387,39570,47760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.279036,7.38629,2.63573,80.7491,3.4367,1.47371,,,10.022,90.7712,,,,0,0,0,0,0,0,,0,0,,Orange,,,,,,,,,,,,,,,,,,,,,,,2.60E+06,2.60E+06,2.70E+06,2.80E+06,2.80E+06,2.70E+06,721.59,,,,2705.95,23.387,7.90321,2,0,52.9,50.8,0.03554,51.85,0,0,0,,,,,,,,,,,Orange,Orange,Orange,,,,,,,,,0,2,0,24112.35141,3070,0,1,1,1,,1,,1,,,,,,,
Mount Vernon,1142,1142,city,979245,Westchester,0,0,city,0,0,67292,4.4,15343.6,83.6,0.127,0.370893,0,27392,41128,49573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.00556,0.004517,0,0.018417,4.37006,0.003475,,,0.004517,0.022935,,,,0,0,0,0,0,0,,0,0,,Westchester,,,,,,,,,,,,,,,,,,,,,,,8.30E+07,8.30E+07,8.30E+07,8.80E+07,9.20E+07,8.60E+07,1273.71,,,,85710.3,27.392,11.3587,4,0,86.9,88.9,0.993195,87.9,1,1,0,,,,,,,,,,,Westchester,Westchester,Westchester,,,,,,,,,0,0,0,87705.55725,2770,0,,2,,,1,,1,,1,,,,,
New Rochelle,1169,1169,city,979271,Westchester,0,1,city,0,0,77062,10.4,7445.4,84,0.074,0.501218,0,41496,55513,72723,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,3.32828,0.005212,0,0.421855,9.72734,0.223785,,,0.005212,0.427068,0,0,0,0,0,0,0,0,0,0,0,0,0,Westchester,,,,,,,,,,,,,,,,,,,,,,,1.00E+08,1.00E+08,1.00E+08,1.10E+08,1.10E+08,1.10E+08,1363.87,,,,105103,41.496,11.5627,3,0,67.2,67.2,0.935321,67.2,7,2,10,,,,,,,,,,,Westchester,Westchester,Westchester,,,,,,,,,0,2,2,90740.57758,150,0,,1,1,,7,12,,1,1,,,,,
Newburgh,1398,1398,city,979258,Orange,0,0,city,0,1,29801,42.7,698.3,67,0.074,0.350797,0,16502,30332,32519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.159151,4.09068,0.303013,22.8222,12.4009,8.23139,,,4.39369,27.2159,,,,0,0,0,0,0,0,,0,0,,Orange,,,,,,,,,,,,,,,,,,,,,,,4.20E+07,4.30E+07,4.50E+07,5.20E+07,5.00E+07,4.60E+07,1834.94,,,,46321.3,16.502,10.7434,2,0,51.3,51.3,0.363664,51.3,15,2,10,,,,,,,,,,,Orange,Orange,Orange,,,,,,,,,0,0,0,57659.19794,1680,0,,2,,,2,,2,,,,,,,
Niagara Falls ,794,794,city,979276,Niagara,0,0,city,0,1,50193,14.1,3563.3,89.8,0.098,0.56718,0,20409,26800,34377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,0,0,0,0,0,0,,0,0,,Niagara,,,,,,,,,,,,,,,,,,,,,,,6.40E+07,7.50E+07,6.70E+07,6.50E+07,7.00E+07,6.80E+07,1356.85,,,,68104.6,20.409,11.1288,2,0,63.3,66.3,0.928715,64.8,0,0,0,,1,,1,,,,,,2,Niagara,Niagara,Niagara,2012,4,1,Anti,5,1/1/2012,3/5/2012,64,0,1,0,110284.8358,1990,0,,1,,,1,,1,,,,,,,
Niagara Falls ,794,794,city,979276,Niagara,0,0,city,0,1,50193,14.1,3563.3,89.8,0.098,0.56718,0,20409,26800,34377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,0,0,0,0,0,0,,0,0,,Niagara,,,,,,,,,,,,,,,,,,,,,,,6.40E+07,7.50E+07,6.70E+07,6.50E+07,7.00E+07,6.80E+07,1356.85,,,,68104.6,20.409,11.1288,2,0,63.3,66.3,0.928715,64.8,0,0,0,,1,1,,,,,,,2,Niagara,Niagara,Niagara,2012,3,4,Anti,5,1/1/2012,3/5/2012,64,0,1,0,110284.8358,1990,0,,1,,,1,,1,,,,,,,
North Tonawanda,758,758,city,979293,Niagara,0,0,city,0,1,31568,10.1,3125.4,90.4,0.068,0.662316,0,26010,39154,50219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.708536,0.461469,0.013205,1.64294,7.502,0.52367,,,0.474674,2.11762,,,,0,0,0,0,0,0,,0,0,,Niagara,,,,,,,,,,,,,,,,,,,,,,,3.20E+07,3.30E+07,3.60E+07,3.70E+07,3.80E+07,3.50E+07,1117.49,,,,35276.8,26.01,10.471,1,0,51.3,50.7,0.742773,51,0,0,0,,,,,,,,,,,Niagara,Niagara,Niagara,,,,,,,,,0,0,0,113498.8106,5130,0,,2,,,1,,2,,,,,,,
Norwich,416,416,city,979296,Chenango,0,0,city,1,1,3998,42,95.3,81.8,0.085,0.471206,0,20042,28485,39808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.000347,0.327685,0,0.77595,0.508033,0.636953,,,0.327685,1.10363,,,,0,0,0,0,0,0,,0,0,,Chenango,,,,,,,,,,,,,,,,,,,,,,,1.60E+06,1.40E+06,1.50E+06,1.50E+06,1.50E+06,1.50E+06,210.44,7,,,1513.08,20.042,7.3219,1,0,50.4,50.9,0.241921,50.65,1,0,0,,,,,,,,,,,Chenango,Chenango,Chenango,,,,,,,,,0,0,0,59516.39548,27000,0,,1,,,,1,,,,,,,,
Ogdensburg,338,338,city,979301,St Lawrence,0,0,city,0,0,11128,5,2245.5,84.6,0.085,0.626812,0,19035,27954,36236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.004517,0.567107,0.008687,0.561894,3.03395,3.50237,,,0.575794,1.13769,,,,0,0,0,0,0,0,,0,0,,St Lawrence,,,,,,,,,,,,,,,,,,,,,,,1.30E+07,1.30E+07,1.40E+07,1.30E+07,1.40E+07,1.40E+07,1220.87,,,,13585.9,19.035,9.51679,2,0,53.5,55.5,0.60679,54.5,1,0,1,,,,,,,,,,,St Lawrence,St Lawrence,St Lawrence,,,,,,,,,0,0,0,301603.1093,57000,0,,,,1,,,,,,,,,,
Olean,851,851,city,979305,Cattaraugus,0,0,city,1,1,14452,5.9,2446.3,90.1,0.1,0.550879,0,22499,30400,38355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.014247,1.61549,0.439577,26.1759,1.23985,0.155676,,,2.05507,28.2309,,,,0,0,0,0,0,0,,0,0,,Cattaraugus,,,,,,,,,,,,,,,,,,,,,,,902096,928467,868174,889482,1.00E+06,927493,472.49,,,,927.493,22.499,6.83249,0,0,39.7,37.2,0.041887,38.45,816,32,658,,1,1,,,,,,,2,Cattaraugus,Cattaraugus,Cattaraugus,2011,3,4,Anti,6,1/1/2011,6/28/2011,178,0,0,0,9137.83646,1820,0,,,,,,,,,,,,,,
Olean,851,851,city,979305,Cattaraugus,0,0,city,1,1,14452,5.9,2446.3,90.1,0.1,0.550879,0,22499,30400,38355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.014247,1.61549,0.439577,26.1759,1.23985,0.155676,,,2.05507,28.2309,,,,0,0,0,0,0,0,,0,0,,Cattaraugus,,,,,,,,,,,,,,,,,,,,,,,902096,928467,868174,889482,1.00E+06,927493,472.49,,,,927.493,22.499,6.83249,0,0,39.7,37.2,0.041887,38.45,816,32,658,,1,,1,,,,,,2,Cattaraugus,Cattaraugus,Cattaraugus,2011,4,7,Anti,11,1/1/2011,11/29/2011,332,0,0,0,9137.83646,1820,0,,,,,,,,,,,,,,
Oneida,216,216,city,979308,Madison,0,0,city,0,1,11393,22,516.8,90.3,0.061,0.607274,0,24201,35365,45242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.016332,6.00466,0.421855,11.0892,3.166,1.47684,,,6.42652,17.5157,,,,0,0,0,0,0,0,,0,0,,Madison,,,,,,,,,,,,,,,,,,,,,,,1.30E+07,1.30E+07,1.40E+07,1.40E+07,1.40E+07,1.40E+07,1193.97,,,,13602.9,24.201,9.51804,2,0,52.7,52.9,0.143909,52.8,0,0,0,,,,,,,,,,,Madison,Madison,Madison,,,,,,,,,0,0,0,120024.5608,3550,43,,2,,,,,1,,,,,,,
Oneonta ,418,418,city,979309,Otsego,0,0,city,1,1,13901,4.4,3187.3,90.4,0.096,0.396719,0,19148,24671,40833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.000347,0.161236,0.067761,1.15055,2.85847,0.098688,,,0.228997,1.37954,,,,0,0,0,0,0,0,,0,0,,Otsego,,,,,,,,,,,,,,,,,,,,,,,1.50E+07,1.50E+07,1.60E+07,1.70E+07,1.80E+07,1.60E+07,1164.61,,,,16189.2,19.148,9.6921,0,0,67.9,68.1,0.649652,68,0,0,0,,1,1,,,,,,,,Otsego,Otsego,Otsego,2008,3,4,Pro,,,,,1,3,2,56032.18934,975,0,,,3,,,,,,1,Local government as involved agencies,,,,
Oneonta ,418,418,city,979309,Otsego,0,0,city,1,1,13901,4.4,3187.3,90.4,0.096,0.396719,0,19148,24671,40833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.000347,0.161236,0.067761,1.15055,2.85847,0.098688,,,0.228997,1.37954,,,,0,0,0,0,0,0,,0,0,,Otsego,,,,,,,,,,,,,,,,,,,,,,,1.50E+07,1.50E+07,1.60E+07,1.70E+07,1.80E+07,1.60E+07,1164.61,,,,16189.2,19.148,9.6921,0,0,67.9,68.1,0.649652,68,0,0,0,,1,,1,,,,,,2,Otsego,Otsego,Otsego,2009,3,4,Anti,8,1/1/2009,8/4/2009,215,1,3,2,56032.18934,975,0,,,3,,,,,,1,,,,,
Oneonta ,418,418,city,979309,Otsego,0,0,city,1,1,13901,4.4,3187.3,90.4,0.096,0.396719,0,19148,24671,40833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,0.000347,0.161236,0.067761,1.15055,2.85847,0.098688,,,0.228997,1.37954,,,,0,0,0,0,0,0,,0,0,,Otsego,,,,,,,,,,,,,,,,,,,,,,,1.50E+07,1.50E+07,1.60E+07,1.70E+07,1.80E+07,1.60E+07,1164.61,,,,16189.2,19.148,9.6921,0,0,67.9,68.1,0.649652,68,0,0,0,,1,,,1,,,,,2,Otsego,Otsego,Otsego,2011,1,1,Anti,6,1/1/2011,6/7/2011,157,1,3,2,56032.18934,975,0,,,3,,,,,,1,,,,,
